Title,Author,Summary,Categories & Tags,Rating,Rank
The World After the Fall,Sing-Shong,"One day, a tower appeared in the skies of all the major cities…Humans were suddenly summoned to become “Walkers”, and they needed to clear the tower to save the world...Floor 77:The “Stone of Regression” was discovered. Walkers could now “return” to the past. Slowly… everyone left...Humanity’s last hope, “Carpe Diem”, was formed, joined by people who refused to abandon the world...The last Walker reached floor 100. He no longer knew what to believe.","Action, Adventure, Drama, Fantasy, Mystery, Shounen, Adapted to Manhwa, Alternate World, Angels, Apocalypse, Assassins, Clever Protagonist, Cunning Protagonist, Demons, Determined Protagonist, Dragons, Game Elements, Gods, Grinding, Hard-Working Protagonist, Magic Beasts, Male Protagonist, Monsters, Multiple Transported Individuals, Overpowered Protagonist, Protagonist Strong from the Start, Special Abilities, Spirits, Strong to Stronger, Sudden Strength Gain, Sword And Magic, Sword Wielder, Time Skip, Unique Weapons, World Travel, ",4.4,478
I Don’t Want This Reincarnation,Chaseon,"I had a supporting role in a modern fantasy.The loyal dog of a villain with an angel’s name, Cheon Sa-yeon, and an unfortunate supporting character who died on his behalf, Han Yi-gyeol.In order to escape from Cheon Sa-yeon and survive, he must use the protagonist, Ha Tae-heon.But Ha Tae-heon, who he thought of as a lifeline, was infinitely indifferent to him. Rather, Cheon Sa-yeon showed interest.But besides that, something strange happened.The events that occurred in the original story had advanced, and the gate and monster levels had risen. Even the people were “different” from the original.The original version I was trying to use was wrong.","Action, Comedy, Fantasy, Harem, Romance, Shounen Ai, Supernatural, Age Regression, Charming Protagonist, Dense Protagonist, Dungeons, Fearless Protagonist, Guilds, Handsome Male Lead, Lack of Common Sense, Love Interest Falls in Love First, Modern Day, Multiple POV, Possession, Possessive Characters, Rivalry, Slow Romance, Special Abilities, Strong to Stronger, Transmigration, Unreliable Narrator, Yandere, Helpful Protagonist, Hidden Abilities, Male Yandere, Monsters, Past Plays a Big Role, Past Trauma, Protagonist Strong from the Start, ",4.8,181
The Predator’s Contract Partner,Lisabel,"“You shouldn’t have crossed this line, Elisha, if you didn’t want it to be like this.”A sturdy arm wrapped around her swaying body. Her head became hazy and an intentional hot sweet sigh was pulled out of her.‘How the hell did I get myself in this situation—’Elisha recalled. This never happened before.‘Yeah, I remember.’Her future in which she would become the fake concubine to a demonic man from the same family, and would be eaten to death—even down to her bone marrow. A future in which the Cartier ducal family is embroiled in a power struggle and fragmented.To avoid that future, Elisha threw herself at Lucerne, the archrival of her former life.Yeah. There was no problem. She knew this man, before and after her regression. She already knew he was the most notorious maniac in the Empire.20-year-old Elisha owes 30,000 gold coins (about 15 billion won in Korean currency or around 15 million in USD).After going back in time, in order to avoid a hellish life because of debt, she becomes the most capable illegitimate child in the world and visits Lucerne, the archenemy of her master.“What do you want from me?”“Please lend me some money. And… make me your subordinate. I’ll give you all the information I have.”“Why should I trust you?”“I’ll give myself up as collateral.”Lucerne listened to Elisha and watched her quietly.“Okay. But I decide how to deal with the collateral.”“…….”“First of all, marry me.”“…… huh?”Elisha didn’t expect it either. That her information transaction would become a marriage contract.","Adult, Fantasy, Romance, Smut, Tragedy, Adapted to Manhwa, Age Regression, Aristocracy, Beautiful Female Lead, Calm Protagonist, Cautious Protagonist, Clever Protagonist, Depictions of Cruelty, European Ambience, Fallen Nobility, Female Protagonist, Handsome Male Lead, Love Interest Falls in Love First, Loyal Subordinates, Maids, Marriage, Marriage of Convenience, Nobles, Power Struggle, R-18, Revenge, Schemes And Conspiracies, Second Chance, Seduction, Smart Couple, Special Abilities, Strong Love Interests, Time Travel, Weak to Strong, Abusive Characters, Child Abuse, Confinement, Contracts, Male Yandere, Manipulative Characters, Multiple Timelines, Past Trauma, Possessive Characters, S*xual Abuse, ",5.0,383
Divine Path System,_Transcendent,"Varian only wanted to end the war with the Abyssals and bring peace so that no one would lose their dad like he did.So he vowed to be the strongest Awakener and reach the peak of Divine Paths:Body Awakeners blasted mountains with a punch.Telepaths controlled enemies from a different continent.Morphers transformed into mythical beasts and plants.Elementals controlled the Four Elements.Space and Time Awakeners ruled the dimensions.But those dreams crumbled the day his Mom died. A year passed and his dreams faded.He thought life would stay the same until…Divine Path System revealed his mother’s last wish — Save the mysterious girl that haunted his dreams.Armed with a mysterious system and determination to fulfill his mother’s last wish, will Varian be able to save the girl and find out why his mother wanted to save her?Join Varian on his journey as he writes his own destiny.TLDR: A young man’s journey to fulfill his mother’s last wish to find the mysterious girl that haunts his dreams in a futuristic world with super powers.Note:1. The ending of this story, including the entire story, is decided. If you are worrying about whether the story has a proper ending, I can say with certainty the ending is beautiful.2. If there is more response, I’ll be motivated to write more every day.3. When you give a review, try to be constructive. Criticism is accepted and welcome, but no hate reviews.","Adventure, Action, Fantasy, Romance, System, Special Abilities, Weak to Strong, Genius Protagonist, Level System, R-18, Overpowered Protagonist, Male Protagonist, Beautiful Female Lead, Action, Adventure, Romance, ",4.3,234
After the Disabled God of War Became My Concubine,Liu Gou Hua,"According to a popular legend, the famous God of War of Great Liang, Huo Wujiu, was once captured by an enemy country. He had his meridians severed and both his legs broken before he was thrown into the prison. In order to humiliate him, that incapable ruler of the country gifted him to his cutsleeve brother as a concubine.General Huo suffered a great deal of humiliation. He laid in wait for three years before he shed his cicada skin and returned to the Great Jing. He treated his crippled legs, and three months later, he led his army to storm the enemy’s capital. He slaughtered the emperor, razed the capital, and finally beheaded that tr*sh of a cutsleeve, displaying his head on the city’s walls for the next three years.Since then, the world has been united.——A certain university’s history lecturer received a graduation thesis depicting the legend of Huo Wujiu, and he wrote a full page of criticism for the student.Then he blinked, and he was transmigrated into the body of that cutsleeve prince.There were lanterns and decorations everywhere. A man came, sending word that the disabled general of the enemy state had already entered the manor in his wedding sedan.As he looked at the General Huo in front of him, taking in his malicious gaze, his tortured state, clad in a red wedding gown, Jiang Suizhou realised that even legends can come true.This legend could even cause him to be beheaded in public in the future, with his head hung on the city walls for three years.Jiang Suizhou’s only option was to take good care of General Huo.In spite of the hidden arrows of the court’s political agendas and the incapable ruler’s endless attempts to humiliate him, he could only bite the bullet and bear the brunt of it; his only wish was that after three years, he could protect his own head.Of course, he didn’t dare to even dream of asking this 3 meters tall “concubine” to serve him.However, before the three years was up, General Huo’s legs recovered on their own.He didn’t just slaughter the incapable ruler and unite the land under the heavens, but he also climbed into his own bed and pinned him down with a heated gaze, stubbornly wanting to establish his status as a concubine.","Drama, Fantasy, Historical, Romance, Yaoi, Ancient China, Bickering Couple, Black Belly, Calm Protagonist, Clever Protagonist, Couple Growth, Cunning Protagonist, Devoted Love Interests, Disabilities, Doting Love Interests, Enemies Become Lovers, Forced Living Arrangements, Forced Marriage, Generals, Handsome Male Lead, Hiding True Abilities, Love Interest Falls in Love First, Nobles, Past Plays a Big Role, Politics, Power Couple, Power Struggle, Royalty, Schemes And Conspiracies, Sickly Characters, Slow Romance, Smart Couple, Strong Love Interests, Transmigration, Adapted to Drama CD, Bullying, Cohabitation, Cold Love Interests, Comedic Undertone, Corruption, Court Official, First Love, First-time Interc**rse, Jealousy, Loyal Subordinates, Manipulative Characters, Military, Misunderstandings, Multiple POV, Possessive Characters, Pretend Lovers, Prison, Stoic Characters, Torture, Wars, Younger Love Interests, ",4.7,390
Super Necromancer System,John_Doever,"In a world full of caped superheroes, supervillains, and monsters, Aldrich is worthless. 95% of humanity has evolved to develop superpowers, but Aldrich is one of the rare few that has no powers at all.Because of his lack of powers, Aldrich suffers relentless bullying and discrimination. Society looks down on him as a burden. He is reminded everyday that he is better off dead than alive.Yet one day, at the height of his despair, after Aldrich is spat on, beaten, and broken, when it seems like everything is taken from him, a familiar screen appears in front of him: a screen from his favorite fantasy role playing game giving him the chance to wield the power he has only ever dreamed of.[Welcome, Host. Choose your Class:][Class: Necromancer selected]Watch as Aldrich rises from weak to strong.From suffering to finding vengeance.From standing alone to commanding undead legions.From mere man to Lord of Death itself.","Fantasy, Romance, School Life, Adventure, Overpowered Protagonist, System, Antihero Protagonist, Level System, Evolution, Game Elements, Assassins, LitRPG, Weak to Strong, Heroes, Modern Day, Special Abilities, Male Protagonist, Cautious Protagonist, Revenge, Death, Monsters, Yandere, Beautiful Female Lead, Cold Protagonist, Clever Protagonist, Ruthless Protagonist, Futuristic Setting, ",4.3,442
I Became Friends with the Second Cutest Girl in My Class (WN),Takata,"I, Maehara Maki, someone who couldn’t make any acquaintances or friends in high school, finally had someone I can hang out with outside of school. A girl.Her name was Asanagi-san. The boys in my class called her ‘The class’ second cutest girl’ behind her back.On Fridays, she would refuse her best friend, Amami, ‘the cutest girl in class’ invitation just to hang out in my house with me.Together, we played games, watched some movies, read some manga while eating junk foods like pizza and hamburgers, and chugging cola without a care in the world. To others, we may seem sloppy, but it was a precious, secret time together for Asanagi-san and myself.","Comedy, Drama, Romance, School Life, Shounen, Slice of Life, Beautiful Female Lead, Loner Protagonist, Male Protagonist, Modern Day, Popular Love Interests, Secrets, Adapted to Manga, Clingy Lover, Complex Family Relationships, Couple Growth, Cute Story, First Love, First-time Interc**rse, Friendship, Heartwarming, Inferiority Complex, Secret Relationship, ",5.0,834
Martial Arts System,Alekzi,"Kurogami Ichiro was desperate because he couldn’t achieve what he wanted when he once started his martial arts path at age of 8!35 Years he spent training and honing his martial arts, but he always felt like he was born in the wrong era…And fate played its tricks and Ichiro lost his life while saving a young girl’s life and no matter how much he trained his martial arts.He couldn’t escape from death.But… his story didn’t end there…He reincarnated to a different world where martial arts and people with strength are targets of admiration…Can Ichiro finally reach his dream while having the assistance of the Martial Arts System?Martial Arts System seemed simple at first… But Ichiro will slowly find out…That the Martial Arts System is far from simple.","Action, Martial Arts, Comedy, Slice of Life, Romance, Adventure, Reincarnation, R-18, System, Weak to Strong, Male Protagonist, Romance, Adventure, Comedy, Isekai, ",4.2,364
This Damned Thirst for Survival,Wangsanshan,"《Devil》 tells the story of Chi You, the protagonist shou, who was killed by someone and cultivated for revenge with the help of Feng Li, the protagonist gong. When Jiang Luo woke up, he transmigrated into the body of the cannon fodder that killed the protagonist shou.What’s even worse, he transmigrated at the time when the protagonist shou was already killed by the original body.At the funeral, Jiang Luo was pushed in front of the coffin.The deceased body of the protagonist shou in front of him was serene, with a smile at the corner of his lips. However, Jiang Luo knew that he had turned into a malicious spirit and was eyeing covetously at him.The more dangerous it was, the calmer Jiang Luo became. When his desire for survival reached the critical point, he knelt on the ground with a puff, and forced himself to cry.With his sincere emotion, he said: “Chi You, I love you so much. Please don’t leave me…”The chilliness around him smothered slightly.","Drama, Horror, Mystery, Romance, Supernatural, Yaoi, Black Belly, Buddhism, Calm Protagonist, Clever Protagonist, Confident Protagonist, Daoism, Enemies Become Lovers, Exorcism, Feng Shui, First-time Interc**rse, Genius Protagonist, Ghosts, Gods, Gore, Human-Nonhuman Relationship, Lack of Common Sense, Love Interest Falls in Love First, Male Yandere, Mind Control, Modern Day, Multiple POV, Mysterious Past, Obsessive Love, Possessive Characters, Psychopaths, Puppeteers, Shameless Protagonist, Stalkers, Strong to Stronger, Transmigration, Unlucky Protagonist, Yandere, Cooking, Cross-dressing, Cruel Characters, Cunning Protagonist, Death, Death of Loved Ones, Drugs, Friendship, Handsome Male Lead, Murders, Near-Death Experience, Ruthless Protagonist, Sadistic Characters, Schemes And Conspiracies, Strong Love Interests, Thriller, Trickster, Unique Weapon User, ",4.8,712
This Young Master is not Cannon Fodder,KaiserBlak,"Within the Huang Realm, a world where the era of divinities has ended and the era of immortals is nearing its waning years, exists the Buzhou Immortal Sect. And within the Buzhou Immortal Sect on Jade Peak was a disciple of the sect, Xi Tianyi. He was of noble birth, the only child of the Sword Empress who reigned invincible.But the truth was that Xi Tianyi, was originally an ordinary mortal from Earth who suddenly woke up one day as in another world filled with immortals and demons. Under heavy pressure, knowing that his life is at stake to whoever is strongest, Xi Tianyi quietly cultivates in hopes of one day fearing no one and discovering the circumstances of his transmigration. But…«You bastard, you stole my fiance!» Said a former genius who had lost all his cultivation.«Bastard, pay with your life for the death of my entire clan!» Said a cultivator with blood leaking from his hatred filled eyes.«What the hell?! I’ve been cooped up cultivating quietly so why are you guys suddenly finding trouble with me?! Besides, I’m only ten!» Cried out Tianyi in disbelief.«Fine, if you want to make me your cannon fodder, I’ll step on your corpses for my ascension!»","Xianxia, Martial Arts, Romance, Comedy, Fantasy, Slice of Life, Supernatural, Action, Adventure, Antihero Protagonist, Body Tempering, Cultivation, Dao Comprehension, Famous Parents, Fantasy World, Fast Cultivation, Handsome Male Lead, Heavenly Tribulation, Immortals, Late Romance, Multiple Reincarnated Individuals, Mythology, Pragmatic Protagonist, Reincarnated into Another World, Strong to Stronger, Sword Wielder, Transmigration, Unique Cultivation Technique, ",4.1,498
The Little Prince in the Ossuary,Tunguska,"Winner of the 2017 Joara Novel of The Year Contest-In a world plagued by Morgellons, a deadly disease that turns humans into non-human creatures, people have chosen to abandon their humanity in order to fight against the bloodthirsty corpses. In the end, there will be no humans left on Earth.But that harsh world is, in fact, a world fabricated merely for entertainment. A world for humans to live in exists neither inside nor outside.This is the story of a boy who, while living a miserable life, stares at the stars as he desperately tries to keep his humanity.","Action, Adventure, Fantasy, Mature, Psychological, Romance, Sci-fi, Tragedy, Abandoned Children, Adapted to Manhwa, Apocalypse, Child Protagonist, Clever Protagonist, Discrimination, Futuristic Setting, Game Elements, Level System, Male Protagonist, Modern Day, Mutated Creatures, Proactive Protagonist, R-18, Survival, Tragic Past, Virtual Reality, Zombies, Award-winning Work, ",4.6,1246
I Am the Fated Villain,Fated Villain,"Immediately after Gu Changge realized he had transgressed into a fantasy world, the world’s protagonist, and fortune’s chosen, vowed to take revenge on him. Envied by all, he not only has the female lead head over heels for him but he’s also treated as a distinguished guest wherever he goes. Fortunately, Gu Changge’s prestige and power are superior to everyone else’s, so shouldn’t it be easy to trample on a mere fortune’s chosen?Hold on… There’s a system dedicated to milking and harvesting from the protagonist? Gu Changge smirked. “Seems like even fate wants me to fulfill my destiny as the Villain of this world!”","Action, Adventure, Comedy, Harem, Xuanhuan, Adapted to Manhua, Antihero Protagonist, Artifacts, Brother Complex, Calm Protagonist, Cautious Protagonist, Clever Protagonist, Cultivation, Cunning Protagonist, Demonic Cultivation Technique, Evil Protagonist, Fast Cultivation, Game Elements, Male Protagonist, Mind Control, Multiple Reincarnated Individuals, Overpowered Protagonist, Polygamy, Proactive Protagonist, Protagonist Strong from the Start, Romantic Subplot, Rape, Ruthless Protagonist, Schemes And Conspiracies, S*aves, Strength-based Social Hierarchy, Strong to Stronger, System Administrator, Transmigration, Tsundere, Yandere, Apathetic Protagonist, Depictions of Cruelty, Enemies Become Allies, Enemies Become Lovers, Famous Protagonist, First-time Interc**rse, Genius Protagonist, Handsome Male Lead, Hiding True Abilities, Hiding True Identity, Manipulative Characters, Marriage, Master-Disciple Relationship, Misunderstandings, Multiple POV, Netori, Rape Victim Becomes Lover, Sadistic Characters, Time Skip, Time Travel, Trickster, ",4.5,84
"I Beg You All, Please Shut Up",The Cycles Of Heaven Doesn’t Exist,"College Freshman Chu Tian suddenly obtained a special ability – his body would automatically transform according to the comments made by others.Deskmate Yang Rong: “Hehe, it’s truly great to have an expert hacker as my deskmate.”Chu Tian whose knowledge in computers was limited to installing operating systems became a super expert hacker in an instant.A random female student: “Sigh, if only my boyfriend is built like a model.”Happening to pass by that female student, Chu Tian’s body started to transform. In a flash, he became a handsome model of a man.The prettiest girl in school: “Chu Tian, do you know how to play basketball?”When Chu Tian was about to say he doesn’t, a boundless amount of basketball knowledge assailed his head and transformed him into a slam dunk king.In less than a year, Chu Tian looked to himself in the mirror and sighed, “Sigh, I beg you all, please shut up.”","Comedy, Drama, Harem, Mature, Romance, Seinen, Slice of Life, Supernatural, Appearance Changes, Beautiful Female Lead, Business Management, Calm Protagonist, Cheats, College/University, Early Romance, Hackers, Handsome Male Lead, Hidden Abilities, Hiding True Identity, Low-key Protagonist, Male Protagonist, Modern Day, Nationalism, Overpowered Protagonist, Playboys, Poor to Rich, Romantic Subplot, Special Abilities, Sudden Strength Gain, Sudden Wealth, Polygamy, ",4.2,473
Restarting From Genesis,TechnexGames,"Within the popular VRMMORPG «New Genesis», there was a ranker by the name of Arthur Holmes, commonly known by his in-game alias «Merlin».Arthur was one of the few original beta testers still playing after 30 years, he was originally a ranker, a player whose entire goal was to stay at the top, ahead of everyone else.However after 15 years he sacrificed his player ranking in search of knowledge.Arthur became a lore hunter, a player who indulges himself with the world’s vast lore and unexplored history, preferring to uncover the world’s secrets rather than endlessly fighting monsters.At the age of 48, 30 years after the game came out, Arthur uncovered the greatest secret of all, and yet, ironically, his negligence in levelling up was the one thing holding him back from realising his goal, he knew he would never be able to catch up to the rankers, a gap of 15 years was Impossible to overcome.If only he could restart…","Action, Video Games, Adventure, Mystery, Virtual Reality, Sword And Magic, Level System, Genius Protagonist, Male Protagonist, Second Chance, Weak to Strong, Fast Cultivation, Fast Learner, Overpowered Protagonist, Artifacts, Modern Knowledge, Artificial Intelligence, Video-Game Elements, Adventure, ",4.4,1034
2000 Years Of Magic History In My Head,Sancheon,"Kang Min-hyuk, the loser of the checkpoint, gained a high-level magical civilization and everything changed.","Action, Adventure, Fantasy, Shounen, Academy, Adventurers, Magic, Male Protagonist, Monsters, Parallel Worlds, Strong to Stronger, Sword And Magic, Transmigration, Transplanted Memories, Underestimated Protagonist, Weak to Strong, ",4.7,1229
The Tanaka Family Reincarnates,Choco,"No up and down, no marriage, and no breaking the law Tanaka family just lives modestly and sticks to the rules of society.The ordinary Tanaka family, who loves cats and is loved by cats.The unfortunate Tanaka family, that has a sweet ending somehow.That very Tanaka family got attacked by a sudden major earthquake. When they thought that they died in an instant, the whole family reincarnated to another world.Is this an Otome game?Or somewhere else?Am I a villainous daughter?Or a capture target?I don’t know anyone. I don’t understand anything.That monster is absurdly strong.However, I can’t use magic and I have no skill.The last ray of hope is insects?If I mention the things that I can do: sewing and looking after insects.A story about the Tanaka family living peacefully and modestly again for the time being in another world.","Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life, Academy, Adapted to Manga, Aristocracy, Calm Protagonist, European Ambience, Familial Love, Family, Female Protagonist, Insects, Lack of Common Sense, Love Interest Falls in Love First, Magic Beasts, Misunderstandings, Monsters, Multiple Reincarnated Individuals, Nobles, Otaku, Overprotective Siblings, Pets, Protagonist Strong from the Start, Reincarnated in Another World, Reincarnation, Royalty, Special Abilities, Twins, Beautiful Female Lead, Charismatic Protagonist, Genius Protagonist, Transmigration, ",5.0,495
Pause System: Harem In The Apocalypse,Renovator,"Year 2022, December the 1st. This was the day it all began.Labyrinths had started forming all around the world, hundreds and thousands of people lost their lives as casualties.Mutations followed after, occurring amongst the people, they began awakening super powers, the same for animals.However these mutations brought along a virus. It quickly spread amongst the dead as they began to rise. Humanity had begun its fall.Gray who had given up all hopes of living life, was granted a system with a special ability. On the very same day, of the outbreak, he was consumed by a labyrinth.By the time he had gotten out, a week had passed. It was hell all around. A virus had broken out from the mutations, the dead were walking and spreading this virus.However this was only the beginning.Over time the mutations began to evolve and people learnt that the through the cultivation of their powers, they could improve their abilities.","Harem, Action, Mystery, Romance, Fantasy, R-18, System, Evolution, Weak to Strong, Apocalypse, Special Abilities, Male Protagonist, Mutated Creatures, Zombies, Modern Day, Alternate World, Dungeons, Romance, ",3.8,938
Reverend Ecstasy,Devil_Paragon,"«Abbot Xinzi, by decree of the Celestial Grandmaster, hunt down the protagonists, snatch their women and destroy their destiny!»In a world where demons walk among men and mystical beasts run amok, Xinzi, outer disciple of the White Immortal sect, must compete against his peerless senior brother to become the Sword Fairy’s dual cultivation partner. Failure isn’t an option.But when the truth of his mysterious past resurfaces, and his identity clashes with the succeeding protagonists, will our monk hold on to the last embers of his humanity or sink…into utter depravity?Follow Xinzi as he subdues the succeeding protagonists, corrupts their beauties, and bestows green hats on the path to attain Sainthood and establish a Paradise of Faith in Debauchery.","Martial Arts, Harem, Adventure, Action, Smut, Comedy, R-18, Evil Protagonist, Overpowered Protagonist, Kingdom Building, Cultivation, Antihero Protagonist, Evolution, Bloodlines, Male Protagonist, Beautiful Female Lead, Demonic Cultivation Technique, Monsters, Beastkin, Harem, Action, Adventure, ",3.8,838
All My Disciples Suck!,Rotating Hot Pot,"After four years, He Yiming finally became a Sect Master, activated the sect system, and received sign-in rewards!The system summoned the souls of humans from Earth, reshaped their bodies, and  made them disciples of the sect!With that, the sect’s style of operation drastically changed!Even though they couldn’t even kill the monsters in the novice village head, they just had to do a suicide attack to defeat it. That, and a whole lot of shenanigans as they innovate the world of cultivation!","Action, Adventure, Comedy, Fantasy, Harem, Romance, Xuanhuan, Comedic Undertone, Cultivation, Famous Protagonist, Fast Cultivation, Game Elements, Game Ranking System, Gamers, Immortals, Level System, Male Protagonist, Master-Disciple Relationship, Overpowered Protagonist, Reincarnation, Sect Development, Transmigration, Unique Cultivation Technique, Wars, Weak to Strong, Dragons, Handsome Male Lead, Loyal Subordinates, Magic Beasts, Multiple Realms, Parody, Quirky Characters, ",4.0,656
Reincarnated as a Baby? My Cry is a Dragon Roar!,Northern Wind Sword,"Reincarnated as a baby who was in his mother’s womb for a hundred years, the moment Lin Xuan was born, the whole world was shocked.When he took his first breath, he gathered all the purple qi from 30,000 miles east. He was dubbed the Saint Child by othersWhen he let out his first cry, it helped all of the cultivators around him break through their limits.When he first opened his eyes, his parents mastered the Divine Eyes technique.When he first moved his fingers, he tore open a crack in space. It was the Devastating Finger.When he took his first step, cracks formed on the crust of the earth. It was the Chaotic Eight Steps.When he first spoke, first ate, and first showered…His Ancestor praised, «He’s the pride of our family.»The Holy Maiden argued, «He’s mine!»The Empress announced, «I’m willing to wait until he’s an adult!»Buddda’s apprentice cursed, «Why am I meditating here? I can break through just by being close to him!»By the time the baby grew into a child, he was already invincible.","Fantasy, Comedy, Action, Xuanhuan, Child Protagonist, Cute Protagonist, Dragons, Fast Cultivation, God Protagonist, Handsome Male Lead, Male Protagonist, Overpowered Protagonist, Parody, Protagonist Strong from the Start, Reincarnation, Slow Growth at Start, Strong to Stronger, System, Harem, Fantasy, Comedy, ",3.4,849
Martial King's Retired Life,Lee Taibai,"Starting from today, I am retired. But what should I be doing? I neither have the skills, nor the mind to do business, my only advantage is this pair of hands which have taken this world. What a headache…Note: The usage of the term “retired” here doesn’t mean retiring from old age, work etc. It’s a specific term to refer to not involving oneself in the affairs of a certain society.","Action, Adventure, Comedy, Harem, Martial Arts, Mature, Romance, Wuxia, Adapted to Manhua, Ancient Times, Androgynous Characters, Appearance Changes, Beautiful Female Lead, Dishonest Protagonist, Famous Protagonist, Handsome Male Lead, Hiding True Abilities, Hiding True Identity, Low-key Protagonist, Male Protagonist, Military, Misunderstandings, Money Grubber, Multiple POV, Overpowered Protagonist, Past Plays a Big Role, Past Trauma, Perverted Protagonist, Poor Protagonist, Protagonist Strong from the Start, Quirky Characters, Romantic Subplot, Royalty, Schemes And Conspiracies, Shameless Protagonist, Slow Romance, Underestimated Protagonist, Unreliable Narrator, ",4.0,1072
"Amon, The Legendary Overlord",Lruska,"At age 5, Amon unlocks the unique «Fury» genetics and is what caused his behavior to change.After living with his grandparents for 11 years he learned to behave. For reasons he can’t know, his grandparents faked their deaths, and now he needed to move.Now he would have to face a new challenge which was to live with his mother and stepfather and two twin sisters not linked by blood and go to school.","Action, Harem, Romance, Adventure, Comedy, R-18, System, Modern Day, Evolution, Overpowered Protagonist, Male Protagonist, Weak to Strong, Magic, Child Protagonist, Character Growth, Special Abilities, Action, Adventure, Harem, Romance, Comedy, ",2.8,1049
Silent Witch,Isora Matsuri,"Monica Everett, a genius magician, was extremely shy and terrible at speaking in public.To that end, she worked hard and mastered the art of countless magic, which she could use without chanting. After being chosen as one of the Seven Sage at the tender age of fifteen as the “Silent Witch,” she lived a quiet life in the forest.However, two years have passed since then, and one day, Monica received an order.And it was to secretly protect the second prince to the academy undetected.In order to protect the prince, Monica must infiltrate a glamorous school for the children of noble families.“I don’t wanna do this… I’m scared… Ugh… My stomach is aching…”…said the girl whimpering.","Comedy, Fantasy, School Life, Shoujo, Tragedy, Adapted to Manga, Dragons, Emotionally Weak Protagonist, Fantasy Creatures, Fantasy World, Female Protagonist, Hiding True Abilities, Hiding True Identity, Magic, Magic Beasts, Nobles, Protagonist Strong from the Start, Shy Characters, Witches, Academy, Sword And Magic, ",4.3,797
I Hate Systems,Overlord_Venus,"Talent? Unnecessary! Wealth? Doesn’t matter! Brain? Eat it!Even if one was the greatest of gutter trashes with zero redeemable qualities, as long as they had a System, they are bound to reach the pinnacle of life.Compass Carburettor, a dirt-poor orphan with absolutely zero f**king qualities managed to reach the peak of the business world by the age of 35, all while relying on his Money-Making System like a blinded barnacle.But at the peak of his life, he was betrayed by his System.","Adventure, Mystery, Action, Comedy, System, Betrayal, Survival, Weak to Strong, Special Abilities, Mythology, Male Protagonist, Adventure, Action, Comedy, Mystery, ",4.3,826
The Healer Demands Payment!,Tang Shan Yue,"In the past, there was a small cannon fodder who wholeheartedly dedicated herself to the medicinal path.Only after dying once did she learned that even if she was brilliant, she could only be an insignificant side character used to emphasize the female lead’s limelight. Any relationship with the male lead and other supporting male characters would bring her bad luck.When going out to collect some medicinal herbs in Qingfeng Valley, she kindly rescued a male side character. The man woke up and saw the female lead and became eternally grateful to her instead. He thought that the monster that hurt him was brought by the small cannon fodder so she was punished.The cycle repeated and eventually everyone she saved blindly loved the righteous female lead. Ultimately she was killed by one of the men who was entangled with the female lead.……So after her rebirth, she began to firmly adhere to the principle of ‘pay me first, then I’ll cure you’.Male cannon fodders who love the female lead, charge them triple fee!Male side characters who ambiguously entangled with the female lead, charge them 10 times!Male lead, the most important one, charged him 100 times!She single heartedly insisted on using money to distance herself from those men and drew a clear boundary between them. But her ability was too high, that the male lead and side characters from all over the world always came to her for help…She finally became the richest person in cultivation world!","Comedy, Fantasy, Romance, Shoujo, Xianxia, Animal Characteristics, Anti-social Protagonist, Beast Companions, Beautiful Female Lead, Calm Protagonist, Caring Protagonist, Clever Protagonist, Cultivation, Demons, Dense Protagonist, Determined Protagonist, Female Protagonist, Handsome Male Lead, Healers, Hiding True Abilities, Master-Disciple Relationship, Medical Knowledge, Misunderstandings, Multiple Reincarnated Individuals, Past Plays a Big Role, Past Trauma, Pill Based Cultivation, Pill Concocting, Polite Protagonist, Poor to Rich, Possessive Characters, Reincarnation, Second Chance, Slow Growth at Start, Cold Protagonist, Reverse Harem, ",4.3,913
My Girlfriend From Turquoise Pond Requests My Help After My Millennium Seclusion,Red Pepper Afraid Of Spicy,"Gods and demons are everywhere in the Grand Desolate World.Jiang Lan finally becomes a disciple of Kunlun Mountain; specifically—the only disciple of the Ninth Summit.Knowing the dangers outside, he decides to stay hidden in the Ninth Summit’s Netherworld Cave and cultivate in seclusion. With a unique sign-in system unknown to everyone else, Jiang Lan acquires several divine powers, Dharma treasures, and other aids to enhance his cultivation along the way.His current goal is to keep his actual cultivation level a secret, remain a low-key Kunlun disciple and stay out of harm’s way until he is strong enough to take on any obstacles.Only when he emerges from his cultivation after some time does his Master bring him an important message: Kunlun has found him a fiancée.","Action, Fantasy, Martial Arts, Romance, Xuanhuan, Anti-social Protagonist, Arranged Marriage, Cautious Protagonist, Cold Love Interests, Cultivation, Demons, Dragons, Ghosts, Hiding True Abilities, Introverted Protagonist, Low-key Protagonist, Male Protagonist, Master-Disciple Relationship, Slow Romance, Transmigration, Clumsy Love Interests, Dao Companion, Devoted Love Interests, Fast Cultivation, First-time Interc**rse, Hidden Abilities, Immortals, Love Interest Falls in Love First, Magic Formations, Marriage, Power Couple, System Administrator, Weak to Strong, ",4.2,329
