Title,Author,Summary,Categories,Tags,Rating,Rank,Chapters
The Dark King,Ancient Xi,"Following the destruction of civilization and the loss of all records, only Dudian survives, preserved in a cryogenic sleep. Three hundred years later, he awakens to a world that has drastically changed. To survive in this post-apocalyptic landscape overrun by both external and internal monsters, Dudian must become Dean. The narrative explores his struggle to find trust and navigate the treacherous new reality, as he confronts the threats and uncertainties that lie ahead.","Action, Adventure, Drama, Mature, Romance, Sci-fi, Supernatural, Tragedy","Age Progression, Alchemy, Betrayal, Calm Protagonist, Clever Protagonist, Cold Protagonist, Conspiracies, Cryostasis, Cunning Protagonist, Death of Loved Ones, Male Protagonist, Modern Knowledge, Monsters, Mutations, Politics, Post-apocalyptic, Rape, Special Abilities, Survival, Technological Gap, Torture, Weak to Strong, Zombies, Schemes And Conspiracies, Aliens, Antihero Protagonist, Criminals, Empires, Evil Protagonist, Gods, Hated Protagonist, Prison, Serial Killers, Servants, Suicides, Time Travel, ",4.4,280,1279
Bringing The Farm To Live In Another World by Ming Yu,Ming Yu,"“If he’s being badass, I’m gonna plant my own crops. If he messes with me, he will not live past next year.”Homebody Zhao Hai brought ‘QQ Farm’ along in his traversal to another world and resided within the body of a fallen noble. His fief was a black land which nothing could be planted, and more importantly, he even had a peerlessly powerful fiancee, who was actually the successor of a duchy and future Grand Duchess!Even more importantly, he is a magical and martial cripple who could not learn magic and martial arts. His crippling was very thorough.“I can’t learn magic, but I have the farm. You dare attack me? I’ll release bugs to eat up your rations and crops, and put pesticides and weed agents into your water sources to make your lands grow weeds. See if you dare to attack me. What? You wanna hire killers to assassinate me? Hehehe. I’ll hide inside the little house in my farm and see how you can attack me. When you leave, I’m gonna terminate your country’s crop productions, and then all of your people will revolt. See if you dare to kill me.”Watch how this somewhat black hearted hobo uses his QQ Farm in the world of swords and magic to become a globally known nightmarish existence.","Action, Adventure, Fantasy, Harem, Martial Arts","Androids, Animal Rearing, Aristocracy, Average-looking Protagonist, Beastkin, Beasts, Broken Engagement, Buddhism, Cautious Protagonist, Celebrities, Cheats, Clan Building, Cultivation, Devoted Love Interests, Domestic Affairs, Dragons, Economics, Evolution, Farming, Firearms, Game Elements, Gods, Hiding True Identity, Human-Nonhuman Relationship, Immortals, Kingdom Building, Loyal Subordinates, Magical Space, Maids, Male Protagonist, Merchants, Mind Control, Monster Tamer, Multiple Realms, Necromancer, Nobles, Overpowered Protagonist, Politics, Polygamy, Power Struggle, R-15, Religions, Romantic Subplot, Servants, Slaves, Souls, Special Abilities, Spirits, Sword And Magic, System Administrator, Time Skip, Transmigration, Transported into Another World, Vampires, Weak to Strong, World Travel, Zombies, Bloodlines, Body Tempering, Forgetful Protagonist, S*aves, Transported to Another World, Alchemy, Army, Army Building, Artifact Crafting, Artifacts, Beautiful Female Lead, Business Management, Businessmen, Crafting, Harem-seeking Protagonist, Imperial Harem, Ruthless Protagonist, Sect Development, Teachers, ",3.9,214,2220
Split Zone No.13,Yu Wei,"When Li Shen's second personality acts out, her consciousness is transported to a mysterious and eerie place known as Split Zone No.13. In this strange new world, she learns that the only way to return home is to unravel the truth behind her circumstances. As she navigates the complexities and dangers of Split Zone No.13, Li Shen must confront her inner demons, uncover hidden secrets, and ultimately discover the truth that will set her free.","Adventure, Fantasy, Horror, Mystery, Psychological, Romance, Supernatural","Alternate World, Female Protagonist, Schizophrenia, Souls, ",2.5,1298,323
Very Pure and Ambiguous The Prequel,Fishman The Second,"He died on the wedding of the girl he had a crush on, after a long and successful career. After convincing Yama to send him back to the world, he decides to fix the areas in which his life went wrong. Realizing the lack of love and romance in his past life, he sets out to conquer the hearts of various women.","Action, Comedy, Ecchi, Fantasy, Harem, Martial Arts, Mature, Romance, School Life, Sci-fi, Seinen, Slice of Life, Supernatural, Wuxia","Aliens, Amnesia, Arrogant Characters, Beautiful Female Lead, Body Tempering, Bodyguards, Business Management, Calm Protagonist, Celebrities, Charming Protagonist, Childhood Friends, Clever Protagonist, College/University, Confident Protagonist, Eidetic Memory, Gangs, Handsome Male Lead, Hiding True Abilities, Hiding True Identity, Incest, Male Protagonist, Misunderstandings, Modern Day, Multiple Reincarnated Individuals, Nationalism, Nudity, Organized Crime, Overpowered Protagonist, Past Plays a Big Role, Polygamy, Poor to Rich, Pregnancy, Programmer, Rape Victim Becomes Lover, Reincarnation, Scientists, Second Chance, Shameless Protagonist, Special Abilities, Student-Teacher Relationship, Technological Gap, Time Skip, Weak to Strong, Wealthy Characters, ",4.0,848,745
Different World Business Symbol,Passing Villagers,"A young boy, Asuma Haruto, is transferred to another world. Without having any means to return home, he has no choice but to live in this parallel universe.Armed with only his knowledge of making soap, will Haruto be able to safely make a living here?This is a story about how our protagonist creates his own business out of his hobby of making soap and then gradually manages his business and gets rich.","Adventure, Fantasy, Harem, Romance","Business Management, Domestic Affairs, Fantasy World, Magic, Maids, Male Protagonist, Medieval, Merchants, R-15, Slaves, Wars, ",1.0,1272,50
Ultraman - Only Want To Protect You,Shen-tan,"An ordinary young man from Earth stumbles upon a testing VR helmet, and from that moment, his life changes forever. As he dons the helmet, he finds himself leading human evolution to become Light. The story unfolds as he navigates the extraordinary powers and responsibilities that come with this transformation, facing challenges and adversaries along the way. The narrative captures his journey of growth, determination, and the unwavering desire to protect those he cares about.","Action, Adventure, Drama, Fantasy, Martial Arts, Romance, Sci-fi, Tragedy","Alternate World, Fanfiction, Hard-Working Protagonist, Hiding True Abilities, Male Protagonist, Modern Day, Monsters, Transported into Another World, Weak to Strong, Hiding True Identity, Saving the World, Transported to Another World, ",3.0,1301,172
In Different World with Naruto System (WN),Fish ball sauce,"At Divine Wind Continent, there is cultivation system—douqi, illusion and magic.Ren Tian You was a fan of Naruto, single carelessness caused him to arrive in different world.Unexpectedly only to discover within his body possessed Naruto system.What? You will use douqi! I, your father’s taijutsu is also not weak! Look at my shadow dance!What? You will use illusions! I, your father however have every illusions’ ancestor, Sharingan! Look at my Tsukuyomi!What? You are a magician! I, your father am a ninja! Look at my fire style——– grand fireball!","Fantasy, Slice of Life, Adventure, Comedy, Martial Arts, Mystery, Romance, Tragedy, Xuanhuan, Action","Beast Companions, Beasts, Beautiful Female Lead, Bloodlines, Body Tempering, Cheats, Clever Protagonist, Confident Protagonist, Cultivation, Death of Loved Ones, Eye Powers, Fanfiction, Fast Cultivation, Friendship, Game Elements, Genius Protagonist, Handsome Male Lead, Hard-Working Protagonist, Hiding True Abilities, Late Romance, Magical Space, Male Protagonist, Monster Girls, Multiple Identities, Multiple Realms, Ninjas, Overpowered Protagonist, Playful Protagonist, Revenge, Romantic Subplot, Ruthless Protagonist, Special Abilities, Strength-based Social Hierarchy, Strong Love Interests, Sudden Strength Gain, Summoning Magic, Sword And Magic, Time Manipulation, Transmigration, Transported into Another World, Underestimated Protagonist, Unique Cultivation Technique, Wars, Weak to Strong, World Travel, ",3.3,897,381
Doomed to be Cannon Fodder (Web Novel),Whistling Night Rain,"She’s somehow ended up transmigrating into the book as the supporting female lead, who was beaten to death! Deeply in love with the male lead, she’s fated to be beaten to a bloody pulp before even holding hands with him?!First things first, she needs to survive and latch onto the big thigh of a patron. But the supporting male lead is a true gentleman and feels nothing for her stunning, alluring body. That’s alright! She’ll latch onto the old madame or the male lead then!But why does the supporting male lead look at her with increasingly odd eyes? And what of that Wulin Alliance Head with the personality disorder? You’re just a random bystander, what are you getting involved for??Finally, the male lead could bear it no longer and dragged her back to the Prince Li Manor…","Comedy, Fantasy, Historical, Josei, Romance, Slice of Life","Ancient China, Army, Beautiful Female Lead, Black Belly, Broken Engagement, Charming Protagonist, Childcare, Clever Protagonist, Cold Love Interests, Couple Growth, Dense Protagonist, Devoted Love Interests, Female Protagonist, First Love, Handsome Male Lead, Jealousy, Love Interest Falls in Love First, Misunderstandings, Modern Knowledge, Naive Protagonist, Parody, Persistent Love Interests, Power Couple, Pregnancy, Previous Life Talent, Royalty, Seduction, Smart Couple, Strong Love Interests, Transmigration, Tsundere, Villainess Noble Girls, Rape, ",4.3,653,294
My Classmate is 200 Million Years Old,Crazy Loser,"The suicide of a high school girl following the rejection of her crush whom she confessed to roused the soul of a Scorpio* Marshal from her 200 million years of slumber — she reincarnated into the body of Xuan Mo. And so, she decided to live on Earth on behalf of the girl! However, it was quite the miserable situation for an alien to own two different sets of memories. She had to use her peculiar mental power to peep into the previous owner’s memories regarding everyday, mundane matters while trying to rein in her cutting aura pretending to be a normal human…But her shocking performance during military training definitely must have floored everyone. Okay fine, her incredible finesse aside, what’s with the consecutive bullseye for every single round during their shooting competition? Was this something a normal female student is able to achieve? Shouldn’t you explain yourself a little damnit! And what’s with the multiple grade jumps, and being contended for by the various prestigious universities? What kinda havoc you try’na wreck with your low-key flaunting? I mean it’s a good thing she’s caught the eye of a special organisation and was entrusted with important tasks, but what’s with all aloof rule-breaking gameplay? She’s practically the walking definition of “hated by even the gods”.What’s even stranger was that Xuan Mo’s only ever interested in warring matters and battling; she’ll only ever pay her ferociously blooming blossom luck as much heed as she minds the passing cloud with the mindset of crossing the bridge when she reaches it (wipes sweat) and can you be less insensitive when handling the various Earthlings’ endless crushing and eye-candying you?!This all screeches to a halt however when she discovers the existence of someone else from her home-planet, so she’ll be needing a raincheck with the getting a “spouse” part of mortal life on the Blue Planet. Of course, we’re discussing this on the premise that she wanted to return home…* T/N: 天蝎星 = scorpio; may be referring to the star sign “Scorpio” or the planet called “Scorpio Planet” (to be determined later in the story)","Action, Adventure, Comedy, Drama, Martial Arts, Romance, School Life, Sci-fi","Adapted to Drama, Aliens, Appearance Changes, Cold Protagonist, Female Protagonist, Military, Modern Day, Reincarnation, Ugly to Beautiful, Lack of Common Sense, Overpowered Protagonist, Protagonist Strong from the Start, Sister Complex, Stoic Characters, ",5.0,1158,190
Cultivation Chat Group (Web Novel),Legend of the Paladin,"One day, Song Shuhang was suddenly added to a chat group with many seniors that suffered from chuuni disease. The people inside the group would call each other ‘Fellow Daoist’ and had all different kinds of titles: Palace Master, Cave Lord, True Monarch, Immortal Master, etc. And even the pet of the founder of the group that had run away from home was called ‘monster dog’. They would talk all day about pill refining, exploring ancient ruins, or share their experience on techniques.However, after lurking inside the group for a while, he discovered that not all was what it seemed…","School Life, Slice of Life, Action, Adventure, Comedy, Fantasy, Martial Arts, Xianxia","Adapted to Manhua, Appearance Changes, Beautiful Female Lead, Body Tempering, Calm Protagonist, Caring Protagonist, Chat Rooms, Clever Protagonist, Cultivation, Determined Protagonist, Divination, Friendship, Ghosts, Handsome Male Lead, Heavenly Tribulation, Honest Protagonist, Immortals, Male Protagonist, Misunderstandings, Modern Day, Multiple Realms, Pill Concocting, Weak to Strong, Late Romance, Demons, Destiny, Fast Cultivation, Gods, Lucky Protagonist, Magical Space, Parody, Pets, Quirky Characters, Romantic Subplot, Scientists, Slow Growth at Start, Time Travel, Eye Powers, Spatial Manipulation, Time Manipulation, ",4.7,94,3165
Gourmet Food Supplier,Cat Who Cooks,"“In a land far to the east, there exists a strange store that has rejected a three Michelin star rating multiple times.The prices are expensive. A combo set of soup and egg fried rice costs 288 RMB. Oh, I forgot it also includes a side dish of pickles. Even so, very many people line up to wait.That place does not accept reservations. It only lets in people who are waiting in line there. Countless people make special trips to line up there. Of course, there’s nowhere to park planes or cars.Their service is so terrible, the customers have to serve their own dishes and grab their own bowls and chopsticks, and they even have to wipe down their own tables! God, the boss is simply crazy.”—《 Michelin Gourmet Magazine》","Comedy, Fantasy, Harem, Mystery, Sci-fi, Seinen, Slice of Life, Supernatural","Chefs, Cooking, Game Elements, Handsome Male Lead, Level System, Male Protagonist, Modern Day, Money Grubber, Nationalism, Racism, Restaurant, Romantic Subplot, Shameless Protagonist, Store Owner, System Administrator, Calm Protagonist, Death of Loved Ones, Dense Protagonist, Discrimination, Famous Protagonist, Fast Learner, Lack of Common Sense, Lazy Protagonist, Naive Protagonist, Narcissistic Protagonist, Poor to Rich, Adapted to Manhua, Livestreaming, ",3.5,903,1729
The Game Warrior,Liang Maoshuai,"Senior high school student Dugu Hong was logical autistic and had a very high IQ. Despite his impressive IQ, he was never taken seriously by his teachers or schoolmates. While playing a recently released eastern Wuxia online game called Jiang Hu, three vicious classmates trapped Dugu into a mountain cave in the game with no hope of escape unless he deleted his account and re-register it. Not succumbing to their demands, Dugu decided to stay in the cave and explore the game system, which benefited him greatly. His persistence to obtain massive internal strength aided him in finding a superior way to improve himself, and thus opened the function of inner observation of the main and collateral channels. Meanwhile, in the real world, he discovered he had supernatural powers when he tried to save the girl he secretly loved who had caught the eye of a gangster on the suburban railway.","Fantasy, Supernatural","Game Elements, Male Protagonist, Autism, ",0.0,1304,41
Epoch of Twilight,Don't Play People For A Fool,"Have you ever thought that the state of the world as it presently is, could revert to the laws of the ancients? When a series of strange incidents beginning with the disappearance of his friend led Luo Yuan to question the possibility of an apocalypse, he becomes embroiled in the midst of a global-scale chaos.Evolution has turned the flora and fauna of the vast and bountiful Earth into something that had never been seen before. Coincidentally, the all-dominating Homo sapiens have ended up at the bottom of the food chain. From mystery to crisis, will Luo Yuan discover a means of saving humanity by racing to the top of the food chain? Or will he strive in accordance with the law of the jungle? It is the dawn of an age of the survival of the fittest.","Sci-fi, Supernatural, Action, Adventure, Fantasy, Harem, Martial Arts, Mature, Mystery, Romance, Tragedy","Aliens, Apocalypse, Artifact Crafting, Beast Companions, Beasts, Beautiful Female Lead, Betrayal, Character Growth, Charismatic Protagonist, Determined Protagonist, Early Romance, Evil Protagonist, Evolution, Firearms, Game Elements, Handsome Male Lead, Level System, Loli, Male Protagonist, Military, Modern Day, Monster Tamer, Monsters, Mutated Creatures, Polygamy, Post-apocalyptic, Pregnancy, Psychic Powers, Rape, Special Abilities, Survival, Sword Wielder, Calm Protagonist, Cautious Protagonist, Clever Protagonist, Dark, Genetic Modifications, Gore, Mature Protagonist, Mutations, Pragmatic Protagonist, Ruthless Protagonist, Saving the World, Weak to Strong, ",2.8,1019,593
The Rebirth of the Malicious Empress of Military Lineage,Qian Shan Cha Ke,"Shen Miao, the Di daughter of a military lineage, pure, amiable, quiet and yielding, foolishly in love with Prince Ding, threw herself into the role of a wife.After assisting her husband for six years, she finally became the mother of the world (Empress).She accompanied him to fight for the country, flourished the country’s territory, took risks to become a hostage in another country. When she returned five years later, there was no place for her in the Inner Palace.The beauty in his arms smiled brightly, “Older sister, the country is stabilized so, you should retire.”Her daughter met with a violent death and her son the Crown Prince was deposed. Her Shen family who sacrificed themselves for the country and the Emperor, not a single one of them were lucky enough to escape. With the change of one dynasty, everything was overturned. Her clan perished and she had to mourn for her children.Shen Miao never thought that being a married couple who have gone through trials and tribulations and mutually assisted each other was just a stage joke to him!He said, “Seeing that you have followed Zhen for twenty years, Zhen will grant you an intact corpse. You should thank this kindness.”Under the three Chi (1 chi = 1/3 meter) of white silk, Shen Miao made a malicious vow: In the time to come, she will take part in each and everyone’s end!Upon rebirth, she returned to the time when she was fourteen, when the tragedy had yet to occur, her family was still alive and she was still the pure, amiable, quiet and yielding Di daughter of a military lineage.Relatives hiding a black heart, Elder and younger (female) cousins are ruthless and malicious, the new Yiniang is like a tiger watching its prey and the disreputable man who wants to repeat the events?Her family must be protected, the huge enmity must be avenged, the Imperial seat of the country must also be a part of the trophy. In this lifetime, let’s see who can beat the others!","Historical, Josei, Martial Arts, Mature, Romance","Ancient China, Beautiful Female Lead, Betrayal, Calm Protagonist, Complex Family Relationships, Cunning Protagonist, Devoted Love Interests, Female Protagonist, Handsome Male Lead, Military, Politics, Possessive Characters, Power Couple, Reincarnation, Revenge, Royalty, Ruthless Protagonist, Scheming, Second Chance, Slow Romance, Rape, Schemes And Conspiracies, ",4.8,211,306
Shoujo Grand Summoning,Ruqing Rusu,"A novel revolving around being transported to another world with an op system. The mc spends his day chasing skirts and doing missions to level up. A standard journey to the top with lots of girls from various animes and games with a twist of that gaming feel (hunting mobs, doing missions).","Action, Adventure, Ecchi, Fantasy, Harem, Martial Arts, Mature, Romance, Sci-fi, Xuanhuan","Average-looking Protagonist, Beautiful Female Lead, Bloodlines, Cheats, Game Elements, Loli, Male Protagonist, Overpowered Protagonist, Parody, Polygamy, Rape Victim Becomes Lover, Shameless Protagonist, Special Abilities, Strength-based Social Hierarchy, Strong Love Interests, Summoning Magic, Sword And Magic, Time Travel, Transported into Another World, World Travel, Fanfiction, Perverted Protagonist, R-18, Academy, Angels, Antihero Protagonist, Arranged Marriage, Clones, Cold Love Interests, Cultivation, Doting Love Interests, Early Romance, Elemental Magic, Familiars, Fast Cultivation, First-time Interc**rse, F*llatio, Forced into a Relationship, Harem-seeking Protagonist, Immortals, Level System, Love Rivals, Loyal Subordinates, Magic, Marriage, Master-Servant Relationship, Multiple Realms, Older Love Interests, Proactive Protagonist, Rape, Spirits, Strong to Stronger, Sword Wielder, System Administrator, Tomboyish Female Lead, Transported to Another World, Tsundere, Vampires, Weak to Strong, World Hopping, Younger Love Interests, ",2.8,1216,1618
Treasure Hunt Tycoon,Full-Metal Bullet,"They love gold, and they love silver. Even more so, they love gems that dazzle, like stars across the skies.Firearms, jewelleries, and precious metals; A collector’s world will not be complete without antiques.Storage auctions, old goods trade, re-estate sales and gold-digging. But the truth is, if one wants to make money, then the supreme way is through searching for the legendary treasures.Holding the fort, there’s an ocelot, a wolf, and an Andes condor. At the side, there’s a loyal hound, an irascible ape, and an African honey badger. Who said that you can only rely on humans when treasure hunting?!","Action, Adventure, Comedy, Supernatural","Beast Companions, Black Belly, Male Protagonist, Modern Day, Nationalism, Time Manipulation, Racism, Romantic Subplot, ",2.0,940,1650
Rise of Humanity,Pig Nerd,"In the world birthed by Pangu, the Three Sovereigns lit the spark of humanity that the Five Emperors would later fan into a blazing fire, eternally branding humanity as the leaders of the world….This was a time where twilight had descended on the reign of the Human Sovereign and the Five Emperors had yet to emerge – humanity was merely one of the myriad races wandering about the vast cosmos.This was a desolate and barren era. The monsters, devils, heavenly gods, and deities of all races stood aloft; with the demons, heavenly souls, and spirits dancing freely around the world.The humans were still a feeble and burgeoning race, often taken as livestock and offered as sacrifices to the pantheon of races that ruled the world together from within the great wilderness.This was not the era of the Foreworld, but the barbaric and untamed era of uncivilization!Let us rewind back to China’s ancient and classical mythology and recount the legendary tale of how a single figure led humanity out of an epoch of darkness and into a new dawn.Please sit back, relax and enjoy the (Rise of Humanity) !","Action, Adventure, Fantasy, Harem, Martial Arts, Xuanhuan","Arrogant Characters, Average-looking Protagonist, Clever Protagonist, Death of Loved Ones, Demons, Dragons, Friendship, Gods, Hard-Working Protagonist, Inheritance, Male Protagonist, Mythology, Pill Based Cultivation, Polygamy, Romantic Subplot, Soul Power, Souls, Spirit Advisor, Spirits, Sudden Strength Gain, Teachers, Unique Cultivation Technique, Weak to Strong, Cultivation, ",4.0,945,1184
Pet King,Jie Po,": The protagonist's adventure begins with downloading a suspicious game. This leads them to catch a few magical pets that become their partners. As they go through interesting daily routines, they strive to elevate their pet shop to a whole new level. The story explores their journey of growth, the bond with their magical pets, and the challenges they face in managing and expanding their pet shop.","Comedy, Fantasy, Slice of Life","Business Management, Game Elements, Handsome Male Lead, Male Protagonist, Modern Day, Money Grubber, Mythical Beasts, Pets, Shameless Protagonist, Weak to Strong, Average-looking Protagonist, Carefree Protagonist, Comedic Undertone, Cunning Protagonist, Family Business, Lazy Protagonist, Legends, Mythology, Quirky Characters, Store Owner, System Administrator, ",4.8,805,1811
I’m Not Shouldering This Blame,Tian Tang Fang Zhu Zhe,"One day, the stuntman found that acquaintances and unfamiliar people were looking for him through various channels. Even someone from a certain department of the country came—Team Leader of an abilities group: Comrade Jian Hua, on behalf of the nation, I want to tell you about a newly discovered world secret.Protagonist: What?Team Leader of an abilities group: In fact, our world is a book.Protagonist: WTF?Team Leader of an abilities group: And you will be the last villain of the seven volume novel series.Protagonist: …See title for the protagonist’s mood.Book Character A: You and I are good childhood friends. Shouldn’t I be the white moonlight in your heart?Protagonist: …Book Character B: I treated you kindly, so shouldn’t you trust me completely?Protagonist: …Book Character C: I’m so considerate while busy. As good friends, shouldn’t we be rolling around on first base?Protagonist: …See title for the protagonist’s mood.","Action, Adventure, Shounen Ai, Supernatural, Yaoi","Alternate World, Charismatic Protagonist, Clever Protagonist, Devoted Love Interests, Handsome Male Lead, Hidden Abilities, Honest Protagonist, Modern Day, Multiple POV, Multiple Realms, Multiple Transported Individuals, Murders, Overpowered Protagonist, Parallel Worlds, Popular Love Interests, Power Couple, Psychic Powers, Saving the World, Secret Organizations, Showbiz, Slow Romance, Strong Love Interests, Sudden Strength Gain, Terrorists, Transmigration, Acting, Celebrities, Doting Love Interests, Game Elements, Love at First Sight, Manly Gay Couple, Special Abilities, ",4.0,1178,176
The Book Eating Magician,McEnroe,"The story follows a unique magician whose power comes from consuming magical books. As he absorbs the contents of the ""Lightning Magic Primer,"" his understanding of the magic within it becomes very high. Consequently, he acquires the 2nd Circle magic, ""Lightning Bolt."" This unprecedented magician's journey is one of relentless pursuit to consume all the magic books in the world, gaining immense knowledge and power along the way.","Action, Adventure, Fantasy, Harem, Martial Arts, Supernatural","Accelerated Growth, Appearance Changes, Artifacts, Automatons, Beautiful Female Lead, Books, Cheats, Clever Protagonist, Demons, Determined Protagonist, Dragons, Elemental Magic, Elves, Fantasy World, Fast Learner, Game Elements, Godly Powers, Handsome Male Lead, Hidden Abilities, Inheritance, Kingdoms, Legends, Library, Male Protagonist, Marriage, Master-Disciple Relationship, Monsters, Mutated Creatures, Nobles, Overpowered Protagonist, Polygamy, Poor to Rich, Romantic Subplot, Sealed Power, Sentient Objects, Seven Deadly Sins, Skill Assimilation, Special Abilities, Strategist, Strong Love Interests, Sword And Magic, Teachers, Time Skip, Tsundere, Wars, Weak to Strong, ",4.3,406,400
Everyone Else is a Returnee,Toika,Left out during elementary school picnic.Left out during middle school camp.Left out during high school trip.I finally became a college student and what? I’m left out from the entire humanity?Yu IlHan who protects the earth alone while everybody’s away in other worlds.His legend starts after humanity comes back and meets the Great Cataclysm!,"Romance, Mystery, Action, Adventure, Comedy, Fantasy, Harem, Martial Arts, Supernatural","Age Progression, Alchemy, Alternate World, Angels, Apocalypse, Army Building, Artifact Crafting, Beastkin, Beautiful Female Lead, Blacksmith, Clever Protagonist, Cooking, Crafting, Dense Protagonist, Determined Protagonist, Dragons, Dungeons, Elves, Evolution, Fallen Angels, Famous Protagonist, Fantasy Creatures, Fantasy World, Game Elements, God Protagonist, Gods, Grinding, Guilds, Handsome Male Lead, Hard-Working Protagonist, Hiding True Abilities, Hiding True Identity, Human-Nonhuman Relationship, Lack of Common Sense, Level System, Loner Protagonist, Male Protagonist, Marriage, Modern Day, Monsters, Older Love Interests, Overpowered Protagonist, Polygamy, Race Change, Ruthless Protagonist, Shameless Protagonist, Skill Assimilation, Spear Wielder, Special Abilities, Strong Love Interests, Strong to Stronger, Sword And Magic, Time Skip, Wars, Weak to Strong, World Travel, ",4.5,144,358
Dominating Sword Immortal,JianYou TaiXu,"On this land of real souls, with millions of different martial art institutions, there’re so many strong fighters just like the trees in the forests.Among all, a mediocre apprentice from one of the mediocre institutions suddenly became a martial art genius after a mysterious incident. Not only did he acquire a photographic memory and keen perception, but he had also come to discover that his ability to comprehend martial arts is astronomically good, which eventually made him an almost godly existence.From the hot-blooded intense battles to the clashes between the top geniuses, Martial Arts is no longer limited to the mortal world, it reaches to a level that can do everything from controlling the oceans to flying up the sky and diving under the ground.","Martial Arts, Fantasy, Action, Adventure, Romance, Xuanhuan","Adapted to Manhua, Artifacts, Bloodlines, Body Tempering, Broken Engagement, Calm Protagonist, Confident Protagonist, Cultivation, Dao Comprehension, Demons, Destiny, Eidetic Memory, Genius Protagonist, Hard-Working Protagonist, Heavenly Tribulation, Heroes, Hidden Abilities, Inheritance, Late Romance, Male Protagonist, Multiple Realms, Revenge, Romantic Subplot, Soul Power, Strength-based Social Hierarchy, Strong Love Interests, Sword Wielder, Transmigration, Transplanted Memories, Underestimated Protagonist, Wars, Weak to Strong, Fast Learner, Immortals, Long Separations, Polygamy, Ruthless Protagonist, ",1.0,819,913
Hedonist Sovereign,Peerless Young Master Du,"Official synopsis: Doing quests, romancing beauties, fighting rich young masters and battling evil tyrants! His goal is very clear: to become the number one Hedonist Sovereign in the universe!Translator’s synopsis: A rich young master, a hedonist, has the Hedonist Sovereign System forced upon him. Follow this hedonist on his adventure of becoming a Hedonist Sovereign through doing real life quests, filled with action-packed battles and hilarious moments. A lazy and slothful hedonist doing exercise in the morning? A spoilt and self-entitled hedonist starting from the bottom as a salesperson? Watch as Qin Feng is changed by the Hedonist Sovereign System, inside and out!","Fantasy, Harem, Action, Adult, Comedy, Martial Arts, Romance, School Life, Xuanhuan","Assassins, Beast Companions, Betrayal, Character Growth, Clingy Lover, Confident Protagonist, Criminals, Cultivation, Early Romance, First-time Intercourse, Game Elements, Handsome Male Lead, Lottery, Male Protagonist, Misunderstandings, Modern Day, Narcissistic Protagonist, Nationalism, Older Love Interests, Perverted Protagonist, Racism, Rape Victim Becomes Lover, Shameless Protagonist, Sudden Strength Gain, Underestimated Protagonist, Weak to Strong, Wealthy Characters, Beautiful Female Lead, First-time Interc**rse, Polygamy, ",5.0,1150,490
Painting of the Nine Immortals,Autumn Morning,"A boy, untolerated by heaven and restricted by the most powerful spell, accidentally acquires a mysterious painting. This painting is inhabited by nine souls who claim to be immortal. As he interacts with these souls, the boy's journey takes a dramatic turn, leading him to defy heavenly principles and go against the course of nature. The legend of a strong young man who dares to challenge the divine unfolds, showcasing his determination and resilience in the face of celestial opposition.","Xianxia, Action, Adventure, Fantasy, Harem, Martial Arts, Romance","Alchemy, Artifacts, Beautiful Female Lead, Calm Protagonist, Cultivation, Eye Powers, Genius Protagonist, Handsome Male Lead, Immortals, Lucky Protagonist, Male Protagonist, Romantic Subplot, Ruthless Protagonist, Spirit Advisor, Weak to Strong, Pill Concocting, ",4.0,1137,1003
I Am Supreme,Fengling Tianxia,"I am SupremeSpread or announce my might in the world,I am the SupremeMedicinal material is poison if it cannot cure; a man who does not become a god will perish as ashes………Heavenly order has flaws, humanly world has injusticeCast aside romance, for evils prevailMisery brings forth kindness, rage won’t lead to disputesBeyond principles and rules, let me carry out the executionSpread my might in the world, slaughter injustice of the worldBlade in hand, passion in heart;Passing judgement for life or death, sentenced by heroes with the blade,Staring at the world with cold eyes, I have no regrets in my life……….Yun Yang is the central figure of the Nine Supremes of Yutang, heroes of the world. When the Nine supremes were ambushed and killed at Tianxuan Cliff, Yun Yang was the only one to escape the massacre albeit with heavy internal injuries. Watch as he takes revenge for his brothers against all those involved.","Fantasy, Harem, Action, Adventure, Comedy, Drama, Martial Arts, Psychological, Romance, Xuanhuan","Androgynous Characters, Assassins, Betrayal, Brotherhood, Clever Protagonist, Comedic Undertone, Conspiracies, Cultivation, Cunning Protagonist, Delinquents, Dense Protagonist, Handsome Male Lead, Hiding True Abilities, Hiding True Identity, Late Romance, Loyal Subordinates, Male Protagonist, Master-Servant Relationship, Nobles, Orphans, Revenge, Righteous Protagonist, Romantic Subplot, Royalty, Ruthless Protagonist, Scheming, Servants, Shameless Protagonist, Strategist, Unique Cultivation Technique, Wars, Schemes And Conspiracies, Adapted to Manhua, ",3.8,1230,1092
